,sales_agent,product,account,deal_stage,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,time_until_close,manager,regional_office
179,Reed Clapper,GTX Plus Basic,Zathunicon,Won,978.0,retail,2010.0,71.12,144.0,United States,0,GTX,1096,110.0,Rocco Neubert,East
180,Vicki Laflamme,MG Special,Scotfind,Won,54.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55,108.0,Celia Rouche,West
181,Anna Snelling,MG Special,Betatech,Lost,0.0,medical,1986.0,647.18,1185.0,Kenya,0,MG,55,103.0,Dustin Brinkmann,Central
182,Cassey Cress,GTX Basic,Bubba Gump,Won,549.0,software,2002.0,987.39,2253.0,United States,0,GTX,550,95.0,Rocco Neubert,East
183,Corliss Cosme,GTX Plus Basic,Mathtouch,Won,1034.0,marketing,1984.0,3027.46,9516.0,Jordan,0,GTX,1096,95.0,Cara Losch,East
184,Donn Cantrell,GTX Pro,Vehement Capital Partners,Won,4998.0,finance,1993.0,646.1,883.0,United States,Golddex,GTX,4821,84.0,Rocco Neubert,East
185,Donn Cantrell,MG Advanced,Ontomedia,Won,3421.0,employment,1997.0,882.12,2769.0,United States,0,MG,3393,109.0,Rocco Neubert,East
186,Kary Hendrixson,GTX Plus Pro,Doncon,Won,5425.0,technolgy,2010.0,587.72,1501.0,United States,0,GTX,5482,85.0,Summer Sewald,West
187,Vicki Laflamme,MG Special,Dalttechnology,Won,55.0,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,55,96.0,Celia Rouche,West
188,Violet Mclelland,MG Advanced,Silis,Won,3558.0,medical,1994.0,2818.38,6290.0,United States,0,MG,3393,95.0,Cara Losch,East
189,Cassey Cress,GTX Pro,Plussunin,Engaging,0.0,retail,2003.0,1419.98,4018.0,United States,0,GTX,4821,0.0,Rocco Neubert,East
190,Kami Bicknell,GTX Pro,Blackzim,Won,4839.0,retail,2009.0,497.11,1588.0,United States,0,GTX,4821,102.0,Summer Sewald,West
191,Markita Hansen,MG Special,Hottechi,Won,47.0,technolgy,1997.0,8170.38,16499.0,Korea,0,MG,55,105.0,Celia Rouche,West
192,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,1007.0,retail,1990.0,4968.91,7523.0,United States,0,GTX,1096,104.0,Summer Sewald,West
193,Niesha Huffines,MG Special,Inity,Won,48.0,marketing,1986.0,2403.58,8801.0,United States,0,MG,55,104.0,Melvin Marxen,Central
194,Versie Hillebrand,MG Special,Treequote,Won,49.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,55,87.0,Dustin Brinkmann,Central
195,Violet Mclelland,GTX Basic,Mathtouch,Won,504.0,marketing,1984.0,3027.46,9516.0,Jordan,0,GTX,550,98.0,Cara Losch,East
196,Cassey Cress,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Rocco Neubert,East
197,Elease Gluck,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Celia Rouche,West
198,Jonathan Berthelot,GTX Basic,Finhigh,Won,543.0,finance,2006.0,1102.43,1759.0,United States,0,GTX,550,100.0,Melvin Marxen,Central
199,Kary Hendrixson,GTX Plus Pro,Fasehatice,Lost,0.0,retail,1990.0,4968.91,7523.0,United States,0,GTX,5482,97.0,Summer Sewald,West
200,Kary Hendrixson,GTX Pro,Fasehatice,Won,5149.0,retail,1990.0,4968.91,7523.0,United States,0,GTX,4821,107.0,Summer Sewald,West
201,Lajuana Vencill,GTX Basic,Treequote,Lost,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,550,88.0,Dustin Brinkmann,Central
202,Markita Hansen,GTX Plus Basic,Blackzim,Won,1043.0,retail,2009.0,497.11,1588.0,United States,0,GTX,1096,90.0,Celia Rouche,West
203,Cassey Cress,GTX Plus Pro,Sumace,Lost,0.0,retail,2000.0,167.89,493.0,Romania,0,GTX,5482,87.0,Rocco Neubert,East
204,James Ascencio,GTX Basic,Condax,Won,437.0,medical,2017.0,4.54,9.0,United States,0,GTX,550,107.0,Summer Sewald,West
205,Rosalina Dieter,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Celia Rouche,West
206,Rosie Papadopoulos,GTX Pro,Kinnamplus,Won,4465.0,retail,2004.0,702.72,1831.0,United States,0,GTX,4821,89.0,Cara Losch,East
207,Vicki Laflamme,GTX Basic,Konex,Won,443.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,550,96.0,Celia Rouche,West
208,Violet Mclelland,MG Special,Sumace,Lost,0.0,retail,2000.0,167.89,493.0,Romania,0,MG,55,101.0,Cara Losch,East
209,Darcel Schlecht,GTX Plus Pro,Betatech,Won,4278.0,medical,1986.0,647.18,1185.0,Kenya,0,GTX,5482,97.0,Melvin Marxen,Central
210,Garret Kinder,MG Special,Kinnamplus,Won,41.0,retail,2004.0,702.72,1831.0,United States,0,MG,55,83.0,Cara Losch,East
211,Jonathan Berthelot,GTX Basic,Isdom,Won,519.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,550,105.0,Melvin Marxen,Central
212,Kami Bicknell,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Summer Sewald,West
213,Maureen Marcano,GTX Basic,Kan-code,Won,524.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,81.0,Summer Sewald,West
214,Zane Levy,GTX Basic,Singletechno,Won,552.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,550,104.0,Summer Sewald,West
215,Gladys Colclough,GTX Plus Basic,Konmatfix,Won,970.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,1096,78.0,Melvin Marxen,Central
216,Hayden Neloms,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Celia Rouche,West
217,Kary Hendrixson,GTX Plus Basic,Hottechi,Engaging,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,1096,0.0,Summer Sewald,West
218,Kary Hendrixson,GTX Plus Basic,Hatfan,Won,1046.0,services,1982.0,792.46,1299.0,United States,0,GTX,1096,89.0,Summer Sewald,West
219,Kary Hendrixson,GTX Plus Basic,Sunnamplex,Won,988.0,marketing,2008.0,894.37,1593.0,Poland,0,GTX,1096,90.0,Summer Sewald,West
220,Lajuana Vencill,GTX Basic,Codehow,Won,547.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550,98.0,Dustin Brinkmann,Central
221,Markita Hansen,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Celia Rouche,West
222,Maureen Marcano,GTX Pro,Singletechno,Lost,0.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,4821,80.0,Summer Sewald,West
223,Versie Hillebrand,MG Special,Isdom,Won,54.0,medical,2002.0,3178.24,4540.0,United States,0,MG,55,107.0,Dustin Brinkmann,Central
224,Violet Mclelland,MG Special,Silis,Won,57.0,medical,1994.0,2818.38,6290.0,United States,0,MG,55,96.0,Cara Losch,East
225,Violet Mclelland,MG Special,Yearin,Won,55.0,retail,2005.0,2261.05,3851.0,United States,0,MG,55,94.0,Cara Losch,East
226,Anna Snelling,GTX Plus Pro,Stanredtax,Won,5765.0,finance,1987.0,1698.2,3798.0,United States,0,GTX,5482,90.0,Dustin Brinkmann,Central
227,Daniell Hammack,GTX Basic,Bioplex,Won,639.0,medical,1991.0,326.82,1016.0,United States,0,GTX,550,91.0,Rocco Neubert,East
228,Kary Hendrixson,GTX Pro,Labdrill,Won,5100.0,medical,1985.0,2741.37,9226.0,United States,0,GTX,4821,90.0,Summer Sewald,West
229,Markita Hansen,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Celia Rouche,West
230,Vicki Laflamme,GTX Pro,Fasehatice,Won,4906.0,retail,1990.0,4968.91,7523.0,United States,0,GTX,4821,82.0,Celia Rouche,West
231,Boris Faz,GTX Plus Pro,Genco Pura Olive Oil Company,Engaging,0.0,retail,2007.0,894.33,1635.0,Italy,0,GTX,5482,0.0,Rocco Neubert,East
232,Daniell Hammack,GTX Basic,Domzoom,Engaging,0.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,550,0.0,Rocco Neubert,East
233,Donn Cantrell,GTX Plus Basic,Opentech,Won,1037.0,finance,1994.0,355.23,853.0,United States,0,GTX,1096,81.0,Rocco Neubert,East
234,James Ascencio,GTX Basic,Plexzap,Won,537.0,retail,2001.0,2437.85,4874.0,United States,0,GTX,550,89.0,Summer Sewald,West
235,Kary Hendrixson,GTX Pro,Hatfan,Won,4694.0,services,1982.0,792.46,1299.0,United States,0,GTX,4821,83.0,Summer Sewald,West
236,Lajuana Vencill,GTX Basic,Konmatfix,Won,560.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,550,98.0,Dustin Brinkmann,Central
237,Moses Frase,GTX Basic,dambase,Won,589.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,550,87.0,Dustin Brinkmann,Central
238,Reed Clapper,GTX Basic,Mathtouch,Won,493.0,marketing,1984.0,3027.46,9516.0,Jordan,0,GTX,550,88.0,Rocco Neubert,East
239,Versie Hillebrand,MG Special,Betatech,Won,50.0,medical,1986.0,647.18,1185.0,Kenya,0,MG,55,82.0,Dustin Brinkmann,Central
240,Vicki Laflamme,GTX Basic,Y-corporation,Won,492.0,employment,1983.0,2871.35,9561.0,United States,0,GTX,550,102.0,Celia Rouche,West
241,Cassey Cress,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Rocco Neubert,East
242,Corliss Cosme,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Cara Losch,East
243,Corliss Cosme,GTX Plus Basic,Konex,Won,1255.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,1096,86.0,Cara Losch,East
244,Darcel Schlecht,GTX Basic,Statholdings,Won,463.0,employment,1997.0,291.27,586.0,United States,0,GTX,550,77.0,Melvin Marxen,Central
245,Donn Cantrell,GTX Plus Basic,Initech,Lost,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0,GTX,1096,100.0,Rocco Neubert,East
246,Donn Cantrell,GTX Basic,Zencorporation,Won,605.0,technolgy,2011.0,40.79,142.0,China,0,GTX,550,85.0,Rocco Neubert,East
247,Hayden Neloms,GTX Plus Basic,Fasehatice,Won,1315.0,retail,1990.0,4968.91,7523.0,United States,0,GTX,1096,93.0,Celia Rouche,West
248,Lajuana Vencill,GTX Basic,Zumgoity,Won,559.0,medical,1984.0,441.08,1210.0,United States,0,GTX,550,75.0,Dustin Brinkmann,Central
249,Moses Frase,GTX Basic,Rundofase,Won,557.0,technolgy,1983.0,1008.06,1238.0,United States,0,GTX,550,101.0,Dustin Brinkmann,Central
250,Rosie Papadopoulos,MG Special,Vehement Capital Partners,Won,48.0,finance,1993.0,646.1,883.0,United States,Golddex,MG,55,75.0,Cara Losch,East
251,Versie Hillebrand,GTX Plus Pro,Isdom,Won,6282.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,5482,98.0,Dustin Brinkmann,Central
252,Vicki Laflamme,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Celia Rouche,West
253,Anna Snelling,MG Advanced,Isdom,Won,3246.0,medical,2002.0,3178.24,4540.0,United States,0,MG,3393,74.0,Dustin Brinkmann,Central
254,Cassey Cress,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Rocco Neubert,East
255,Darcel Schlecht,GTX Basic,Finhigh,Won,514.0,finance,2006.0,1102.43,1759.0,United States,0,GTX,550,86.0,Melvin Marxen,Central
256,Donn Cantrell,GTX Plus Basic,Silis,Won,1132.0,medical,1994.0,2818.38,6290.0,United States,0,GTX,1096,87.0,Rocco Neubert,East
257,Garret Kinder,GTX Plus Pro,Silis,Won,5918.0,medical,1994.0,2818.38,6290.0,United States,0,GTX,5482,93.0,Cara Losch,East
258,Kary Hendrixson,GTX Pro,Hottechi,Lost,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,4821,90.0,Summer Sewald,West
259,Maureen Marcano,MG Special,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,MG,55,86.0,Summer Sewald,West
260,Rosalina Dieter,MG Special,Hatfan,Lost,0.0,services,1982.0,792.46,1299.0,United States,0,MG,55,85.0,Celia Rouche,West
261,Rosie Papadopoulos,MG Special,Plexzap,Engaging,0.0,retail,2001.0,2437.85,4874.0,United States,0,MG,55,0.0,Cara Losch,East
262,Versie Hillebrand,MG Advanced,Gogozoom,Won,2955.0,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,3393,96.0,Dustin Brinkmann,Central
263,Vicki Laflamme,GTX Pro,Fasehatice,Won,3742.0,retail,1990.0,4968.91,7523.0,United States,0,GTX,4821,93.0,Celia Rouche,West
264,Violet Mclelland,MG Special,Initech,Won,64.0,telecommunications,1994.0,6395.05,20275.0,United States,0,MG,55,86.0,Cara Losch,East
265,Wilburn Farren,MG Advanced,Initech,Lost,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0,MG,3393,99.0,Cara Losch,East
266,Elease Gluck,GTK 500,Warephase,Engaging,0.0,services,1997.0,2041.73,5276.0,United States,0,GTK,26768,0.0,Celia Rouche,West
267,Elease Gluck,GTX Plus Basic,Scotfind,Won,1164.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,1096,89.0,Celia Rouche,West
268,Elease Gluck,MG Special,Singletechno,Won,65.0,retail,1996.0,2214.94,5374.0,United States,0,MG,55,78.0,Celia Rouche,West
269,Gladys Colclough,GTX Plus Basic,Cancity,Lost,0.0,retail,2001.0,718.62,2448.0,United States,0,GTX,1096,78.0,Melvin Marxen,Central
270,Kami Bicknell,GTX Basic,Groovestreet,Won,441.0,retail,2003.0,223.8,299.0,United States,0,GTX,550,87.0,Summer Sewald,West
271,Marty Freudenburg,GTX Plus Basic,Finhigh,Lost,0.0,finance,2006.0,1102.43,1759.0,United States,0,GTX,1096,83.0,Melvin Marxen,Central
272,Vicki Laflamme,GTX Pro,Hatfan,Won,4907.0,services,1982.0,792.46,1299.0,United States,0,GTX,4821,87.0,Celia Rouche,West
273,Anna Snelling,MG Advanced,Isdom,Lost,0.0,medical,2002.0,3178.24,4540.0,United States,0,MG,3393,71.0,Dustin Brinkmann,Central
274,Daniell Hammack,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Rocco Neubert,East
275,Darcel Schlecht,MG Advanced,Codehow,Won,3269.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,3393,95.0,Melvin Marxen,Central
276,Donn Cantrell,GTX Basic,Kinnamplus,Won,579.0,retail,2004.0,702.72,1831.0,United States,0,GTX,550,82.0,Rocco Neubert,East
277,Gladys Colclough,GTX Basic,Isdom,Lost,0.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,550,95.0,Melvin Marxen,Central
278,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,0.0,software,2013.0,98.79,96.0,United States,Bubba Gump,GTX,550,77.0,Summer Sewald,West
279,Kary Hendrixson,MG Special,Xx-holding,Won,51.0,finance,1993.0,7537.24,20293.0,United States,0,MG,55,101.0,Summer Sewald,West
280,Markita Hansen,MG Special,Faxquote,Won,64.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,55,78.0,Celia Rouche,West
281,Rosie Papadopoulos,MG Special,Donware,Won,60.0,marketing,1999.0,1197.44,2570.0,United States,0,MG,55,78.0,Cara Losch,East
282,Cassey Cress,GTX Plus Basic,Ganjaflex,Won,1186.0,retail,1995.0,5158.71,17479.0,Japan,0,GTX,1096,96.0,Rocco Neubert,East
283,Corliss Cosme,MG Advanced,Yearin,Won,3577.0,retail,2005.0,2261.05,3851.0,United States,0,MG,3393,78.0,Cara Losch,East
284,Daniell Hammack,GTX Plus Basic,Donquadtech,Won,1020.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,1096,76.0,Rocco Neubert,East
285,Elease Gluck,GTX Pro,Blackzim,Engaging,0.0,retail,2009.0,497.11,1588.0,United States,0,GTX,4821,0.0,Celia Rouche,West
286,Hayden Neloms,MG Special,Zoomit,Won,53.0,entertainment,1992.0,324.19,978.0,United States,0,MG,55,92.0,Celia Rouche,West
287,Jonathan Berthelot,GTX Basic,Rundofase,Lost,0.0,technolgy,1983.0,1008.06,1238.0,United States,0,GTX,550,79.0,Melvin Marxen,Central
288,Kary Hendrixson,GTX Basic,Faxquote,Lost,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,550,97.0,Summer Sewald,West
289,Kary Hendrixson,GTX Pro,Sunnamplex,Won,4719.0,marketing,2008.0,894.37,1593.0,Poland,0,GTX,4821,77.0,Summer Sewald,West
290,Moses Frase,GTX Basic,Codehow,Won,546.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550,91.0,Dustin Brinkmann,Central
291,Niesha Huffines,GTX Plus Basic,Domzoom,Won,1212.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,1096,90.0,Melvin Marxen,Central
292,Vicki Laflamme,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Celia Rouche,West
293,Vicki Laflamme,GTX Basic,Sunnamplex,Lost,0.0,marketing,2008.0,894.37,1593.0,Poland,0,GTX,550,77.0,Celia Rouche,West
294,Anna Snelling,GTX Plus Pro,Bioholding,Lost,0.0,medical,2012.0,587.34,1356.0,Philipines,0,GTX,5482,95.0,Dustin Brinkmann,Central
295,Gladys Colclough,GTX Plus Pro,Dontechi,Won,5533.0,software,1982.0,4618.0,10083.0,United States,0,GTX,5482,82.0,Melvin Marxen,Central
296,Kami Bicknell,MG Advanced,Finjob,Won,3295.0,employment,1988.0,2059.9,3644.0,United States,0,MG,3393,69.0,Summer Sewald,West
297,Rosalina Dieter,MG Special,Finjob,Won,45.0,employment,1988.0,2059.9,3644.0,United States,0,MG,55,99.0,Celia Rouche,West
298,Violet Mclelland,MG Special,Bioplex,Won,56.0,medical,1991.0,326.82,1016.0,United States,0,MG,55,72.0,Cara Losch,East
299,Zane Levy,GTX Pro,Opentech,Engaging,0.0,finance,1994.0,355.23,853.0,United States,0,GTX,4821,0.0,Summer Sewald,West
300,Corliss Cosme,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Cara Losch,East
301,Daniell Hammack,GTX Plus Basic,Finhigh,Engaging,0.0,finance,2006.0,1102.43,1759.0,United States,0,GTX,1096,0.0,Rocco Neubert,East
302,Darcel Schlecht,GTX Pro,Funholding,Won,4247.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,4821,87.0,Melvin Marxen,Central
303,Gladys Colclough,MG Advanced,Isdom,Won,3440.0,medical,2002.0,3178.24,4540.0,United States,0,MG,3393,80.0,Melvin Marxen,Central
304,James Ascencio,GTX Pro,Plexzap,Won,5040.0,retail,2001.0,2437.85,4874.0,United States,0,GTX,4821,69.0,Summer Sewald,West
305,Jonathan Berthelot,GTX Basic,Cancity,Won,469.0,retail,2001.0,718.62,2448.0,United States,0,GTX,550,79.0,Melvin Marxen,Central
306,Moses Frase,MG Special,Isdom,Won,58.0,medical,2002.0,3178.24,4540.0,United States,0,MG,55,74.0,Dustin Brinkmann,Central
307,Cecily Lampkin,MG Advanced,Isdom,Won,2955.0,medical,2002.0,3178.24,4540.0,United States,0,MG,3393,82.0,Dustin Brinkmann,Central
308,Corliss Cosme,GTX Plus Pro,Condax,Won,5228.0,medical,2017.0,4.54,9.0,United States,0,GTX,5482,92.0,Cara Losch,East
309,Darcel Schlecht,MG Advanced,Toughzap,Won,3358.0,retail,1995.0,332.43,799.0,United States,0,MG,3393,80.0,Melvin Marxen,Central
310,Elease Gluck,GTX Plus Pro,Green-Plus,Lost,0.0,services,2003.0,692.19,1922.0,United States,0,GTX,5482,95.0,Celia Rouche,West
311,Jonathan Berthelot,GTX Basic,Codehow,Won,517.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550,97.0,Melvin Marxen,Central
312,Moses Frase,GTX Basic,Dontechi,Won,615.0,software,1982.0,4618.0,10083.0,United States,0,GTX,550,69.0,Dustin Brinkmann,Central
313,Niesha Huffines,GTX Basic,Domzoom,Lost,0.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,550,76.0,Melvin Marxen,Central
314,Versie Hillebrand,MG Special,Condax,Won,62.0,medical,2017.0,4.54,9.0,United States,0,MG,55,74.0,Dustin Brinkmann,Central
315,Darcel Schlecht,GTX Plus Pro,Isdom,Won,4711.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,5482,78.0,Melvin Marxen,Central
316,Donn Cantrell,GTX Pro,Kinnamplus,Lost,0.0,retail,2004.0,702.72,1831.0,United States,0,GTX,4821,88.0,Rocco Neubert,East
317,Garret Kinder,GTX Basic,Yearin,Won,510.0,retail,2005.0,2261.05,3851.0,United States,0,GTX,550,95.0,Cara Losch,East
318,Gladys Colclough,GTX Pro,Warephase,Won,4891.0,services,1997.0,2041.73,5276.0,United States,0,GTX,4821,90.0,Melvin Marxen,Central
319,Hayden Neloms,GTX Plus Basic,Green-Plus,Won,926.0,services,2003.0,692.19,1922.0,United States,0,GTX,1096,82.0,Celia Rouche,West
320,Lajuana Vencill,MG Special,Betatech,Won,56.0,medical,1986.0,647.18,1185.0,Kenya,0,MG,55,75.0,Dustin Brinkmann,Central
321,Maureen Marcano,GTX Basic,Treequote,Engaging,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,550,0.0,Summer Sewald,West
322,Rosalina Dieter,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Celia Rouche,West
323,Violet Mclelland,MG Special,Ontomedia,Won,47.0,employment,1997.0,882.12,2769.0,United States,0,MG,55,70.0,Cara Losch,East
324,Darcel Schlecht,GTX Basic,Rangreen,Lost,0.0,technolgy,1987.0,2938.67,8775.0,Panama,0,GTX,550,87.0,Melvin Marxen,Central
325,James Ascencio,GTX Plus Pro,Nam-zim,Won,6490.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,5482,74.0,Summer Sewald,West
326,Kami Bicknell,MG Advanced,Gogozoom,Engaging,0.0,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,3393,0.0,Summer Sewald,West
327,Kary Hendrixson,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Summer Sewald,West
328,Niesha Huffines,MG Advanced,Treequote,Won,3841.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393,66.0,Melvin Marxen,Central
329,Kary Hendrixson,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
330,Kary Hendrixson,GTX Plus Pro,Faxquote,Won,5256.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,5482,78.0,Summer Sewald,West
331,Markita Hansen,MG Special,Kan-code,Lost,0.0,software,1982.0,11698.03,34288.0,United States,0,MG,55,91.0,Celia Rouche,West
332,Markita Hansen,MG Advanced,Sonron,Lost,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0,MG,3393,88.0,Celia Rouche,West
333,Anna Snelling,GTX Basic,Conecom,Won,625.0,technolgy,2005.0,1520.66,1806.0,United States,0,GTX,550,63.0,Dustin Brinkmann,Central
334,Corliss Cosme,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Cara Losch,East
335,Darcel Schlecht,GTX Pro,Warephase,Lost,0.0,services,1997.0,2041.73,5276.0,United States,0,GTX,4821,78.0,Melvin Marxen,Central
336,Darcel Schlecht,GTX Pro,Conecom,Won,3952.0,technolgy,2005.0,1520.66,1806.0,United States,0,GTX,4821,84.0,Melvin Marxen,Central
337,Kary Hendrixson,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
338,Kary Hendrixson,GTX Plus Pro,Konex,Won,5515.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,5482,75.0,Summer Sewald,West
339,Reed Clapper,MG Special,Vehement Capital Partners,Won,57.0,finance,1993.0,646.1,883.0,United States,Golddex,MG,55,78.0,Rocco Neubert,East
340,Versie Hillebrand,MG Special,Konmatfix,Won,51.0,marketing,1985.0,375.43,1190.0,United States,0,MG,55,90.0,Dustin Brinkmann,Central
341,Vicki Laflamme,MG Advanced,Fasehatice,Won,3803.0,retail,1990.0,4968.91,7523.0,United States,0,MG,3393,75.0,Celia Rouche,West
342,Anna Snelling,GTX Plus Pro,Rundofase,Won,5459.0,technolgy,1983.0,1008.06,1238.0,United States,0,GTX,5482,88.0,Dustin Brinkmann,Central
343,Anna Snelling,MG Advanced,Stanredtax,Won,4148.0,finance,1987.0,1698.2,3798.0,United States,0,MG,3393,84.0,Dustin Brinkmann,Central
344,Cassey Cress,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Rocco Neubert,East
345,Corliss Cosme,GTX Plus Pro,Ganjaflex,Won,5002.0,retail,1995.0,5158.71,17479.0,Japan,0,GTX,5482,84.0,Cara Losch,East
346,Corliss Cosme,MG Advanced,Gekko & Co,Won,3351.0,retail,1990.0,2520.83,3502.0,United States,0,MG,3393,64.0,Cara Losch,East
347,Gladys Colclough,GTX Basic,Domzoom,Won,571.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,550,80.0,Melvin Marxen,Central
348,James Ascencio,GTX Basic,Goodsilron,Won,601.0,marketing,2000.0,2952.73,5107.0,United States,0,GTX,550,71.0,Summer Sewald,West
349,Kami Bicknell,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Summer Sewald,West
